AGE,AGE2,BLACK,EXP,EXP2,LWAGE,NEARC,SCHOOLING,SMSA,SOUTH,FATHEDUC,MOTHEDUC
31,961,0,13,169,6.684612,0,12,1,0,,
25,625,0,7,49,6.131227,0,12,1,0,,12.0
26,676,0,8,64,5.811141,0,12,1,0,,
26,676,0,7,49,6.553934,0,13,1,0,6.0,8.0
25,625,0,7,49,6.261492,0,12,1,0,6.0,8.0
33,1089,0,20,400,6.50279,1,7,0,0,,8.0
26,676,0,2,4,6.463029,1,18,1,0,12.0,12.0
24,576,0,6,36,6.684612,1,12,1,0,12.0,12.0
32,1024,0,14,196,6.357842,1,12,1,0,,12.0
32,1024,0,8,64,6.047372,1,18,0,0,12.0,12.0
29,841,0,5,25,6.77308,1,18,1,0,,
28,784,0,7,49,6.461468,1,15,1,0,,12.0
29,841,0,7,49,7.003974,0,16,1,1,12.0,14.0
26,676,0,4,16,6.475433,0,16,1,0,12.0,14.0
26,676,0,8,64,6.109248,0,12,1,1,8.0,8.0
33,1089,0,15,225,6.828712,0,12,1,0,,9.0
27,729,0,10,100,6.548219,0,11,1,0,,9.0
34,1156,1,13,169,6.224558,0,15,1,0,,
28,784,0,6,36,6.320768,0,16,1,1,12.0,13.0
25,625,0,2,4,5.926926,0,17,0,0,12.0,13.0
28,784,0,7,49,6.511745,0,15,1,1,12.0,12.0
30,900,0,11,121,5.7301,0,13,1,0,8.0,8.0
34,1156,0,16,256,6.371612,0,12,1,0,12.0,12.0
24,576,0,6,36,6.660575,0,12,1,0,12.0,13.0
27,729,0,9,81,6.486161,1,12,1,0,,8.0
28,784,0,10,100,6.047372,1,12,1,0,8.0,5.0
28,784,0,6,36,7.156177,1,16,1,0,12.0,12.0
25,625,0,7,49,6.869014,1,12,1,0,11.0,12.0
30,900,0,12,144,6.684612,1,12,1,0,4.0,16.0
33,1089,0,15,225,6.620073,1,12,1,0,12.0,12.0
29,841,0,5,25,6.472346,1,18,1,0,12.0,12.0
29,841,0,11,121,6.84375,1,12,1,0,10.0,12.0
28,784,0,5,25,6.285998,1,17,1,0,17.0,12.0
24,576,0,3,9,5.669881,1,15,1,0,13.0,16.0
29,841,0,11,121,5.257495,1,12,0,1,6.0,8.0
30,900,0,6,36,6.706862,1,18,1,0,,
30,900,0,6,36,6.700731,1,18,1,0,,13.0
29,841,0,11,121,6.588926,1,12,1,0,10.0,12.0
24,576,0,6,36,7.025538,1,12,1,0,10.0,12.0
28,784,1,5,25,6.421622,1,17,1,0,14.0,
26,676,1,8,64,5.998937,1,12,1,0,14.0,
26,676,0,9,81,6.558198,1,11,1,0,8.0,9.0
27,729,0,6,36,5.820083,1,15,1,0,11.0,12.0
28,784,0,5,25,6.725034,1,17,1,0,11.0,12.0
26,676,0,3,9,5.257495,1,17,1,0,11.0,12.0
26,676,0,8,64,6.593045,1,12,1,0,12.0,12.0
26,676,0,10,100,6.295266,1,10,1,0,9.0,11.0
28,784,0,10,100,6.712956,1,12,0,0,11.0,11.0
26,676,0,8,64,6.082219,1,12,1,1,11.0,11.0
24,576,0,4,16,6.599871,1,14,1,1,11.0,11.0
24,576,0,2,4,6.056784,1,16,1,0,14.0,12.0
30,900,0,12,144,5.828946,1,12,0,0,11.0,12.0
34,1156,0,15,225,6.175867,1,13,1,1,14.0,11.0
32,1024,0,10,100,6.705639,1,16,1,0,10.0,12.0
28,784,0,10,100,6.214608,1,12,0,0,12.0,12.0
25,625,1,7,49,6.297109,1,12,1,0,,
26,676,0,4,16,6.102559,1,16,1,0,,11.0
25,625,0,4,16,5.379897,1,15,0,0,,11.0
26,676,0,12,144,5.616771,1,8,1,0,3.0,6.0
24,576,1,3,9,5.863631,1,15,1,0,8.0,10.0
29,841,0,11,121,6.580639,1,12,0,0,8.0,10.0
27,729,0,9,81,6.915723,1,12,0,0,3.0,8.0
29,841,0,6,36,6.483108,1,17,1,0,8.0,12.0
26,676,0,4,16,6.688354,1,16,1,0,,16.0
27,729,0,9,81,6.345636,1,12,1,0,8.0,12.0
25,625,0,3,9,6.39693,1,16,1,0,12.0,12.0
24,576,0,6,36,6.46925,1,12,1,0,,
26,676,0,7,49,6.109248,1,13,1,0,14.0,10.0
26,676,0,7,49,6.098074,1,13,1,1,,2.0
29,841,0,8,64,6.380123,1,15,0,0,12.0,11.0
25,625,0,5,25,6.580639,1,14,1,0,8.0,12.0
32,1024,0,14,196,6.54103,1,12,1,0,8.0,8.0
26,676,0,7,49,6.270988,1,13,1,1,8.0,8.0
30,900,0,15,225,6.152733,1,9,1,0,8.0,8.0
26,676,0,4,16,6.175867,1,16,1,0,16.0,13.0
25,625,0,3,9,6.135565,1,16,1,0,16.0,13.0
33,1089,0,10,100,6.317165,1,17,1,0,6.0,9.0
32,1024,0,12,144,6.76273,1,14,1,0,12.0,12.0
30,900,0,8,64,6.569481,1,16,0,0,,12.0
24,576,0,6,36,6.60665,1,12,0,0,,12.0
28,784,0,8,64,6.705639,1,14,1,0,,10.0
34,1156,0,16,256,6.517671,1,12,1,0,11.0,12.0
29,841,0,7,49,6.680855,1,16,1,0,12.0,12.0
24,576,0,5,25,6.645091,1,13,1,0,13.0,17.0
25,625,0,3,9,6.135565,1,16,1,0,12.0,16.0
24,576,0,4,16,6.251904,1,14,1,0,12.0,12.0
25,625,0,7,49,5.97381,1,12,0,0,12.0,
32,1024,0,13,169,6.684612,1,13,1,1,9.0,7.0
27,729,0,4,16,6.511745,0,17,1,0,14.0,12.0
33,1089,0,11,121,6.175867,0,16,0,0,,
32,1024,0,14,196,6.814543,0,12,0,0,8.0,12.0
25,625,0,7,49,6.175867,0,12,0,0,8.0,8.0
33,1089,0,16,256,6.214608,0,11,0,0,8.0,8.0
24,576,0,2,4,5.953243,0,16,0,0,12.0,12.0
24,576,0,6,36,6.077642,0,12,1,0,12.0,11.0
25,625,0,7,49,6.265301,0,12,0,0,7.0,8.0
29,841,0,9,81,6.816736,0,14,0,0,12.0,8.0
25,625,0,3,9,6.295266,0,16,0,0,12.0,15.0
28,784,0,9,81,6.645091,0,13,0,0,4.0,16.0
24,576,0,6,36,5.420535,0,12,0,0,8.0,8.0
27,729,0,3,9,6.566672,0,18,0,0,12.0,12.0
34,1156,0,10,100,5.846439,0,18,0,0,8.0,8.0
32,1024,0,14,196,6.668228,0,12,0,0,8.0,8.0
26,676,0,6,36,6.120297,0,14,1,0,10.0,12.0
24,576,0,2,4,6.131227,0,16,1,0,10.0,12.0
26,676,0,7,49,5.624018,0,13,0,0,,14.0
34,1156,0,11,121,6.694562,0,17,1,0,8.0,12.0
27,729,0,7,49,6.436151,0,14,0,0,12.0,14.0
26,676,0,8,64,6.546785,0,12,1,0,8.0,12.0
26,676,0,6,36,5.934894,0,14,0,0,8.0,12.0
24,576,0,6,36,6.159095,0,12,0,0,8.0,12.0
24,576,0,6,36,6.052089,0,12,0,0,8.0,12.0
24,576,0,2,4,6.475433,0,16,0,0,8.0,12.0
25,625,0,4,16,6.196444,0,15,1,0,12.0,15.0
26,676,0,2,4,6.828712,0,18,0,0,12.0,16.0
24,576,0,6,36,5.857933,0,12,0,0,12.0,10.0
25,625,0,6,36,6.39693,0,13,0,0,13.0,12.0
31,961,0,16,256,6.061457,0,9,0,0,3.0,7.0
26,676,0,8,64,6.214608,0,12,0,0,2.0,7.0
24,576,0,9,81,6.214608,0,9,0,0,2.0,7.0
34,1156,0,20,400,5.857933,0,8,0,0,8.0,8.0
27,729,0,7,49,5.913503,0,14,0,0,8.0,10.0
24,576,0,2,4,5.940171,0,16,0,0,8.0,12.0
25,625,0,5,25,5.521461,0,14,0,0,9.0,12.0
30,900,0,6,36,6.226537,0,18,1,0,6.0,8.0
27,729,0,9,81,6.428105,0,12,1,0,12.0,13.0
24,576,0,2,4,5.9428,0,16,0,0,12.0,13.0
30,900,0,12,144,5.888878,0,12,0,0,,13.0
28,784,0,10,100,6.376727,0,12,1,0,,8.0
24,576,0,6,36,5.857933,0,12,1,0,,8.0
32,1024,0,14,196,6.182085,0,12,1,0,8.0,12.0
34,1156,0,17,289,6.727432,0,11,0,0,6.0,9.0
29,841,0,13,169,6.282267,0,10,1,0,8.0,12.0
28,784,0,5,25,5.953243,1,17,0,0,,12.0
25,625,0,8,64,6.109248,1,11,0,0,8.0,8.0
28,784,0,6,36,6.196444,1,16,0,0,12.0,8.0
24,576,0,6,36,6.817831,1,12,0,0,,10.0
32,1024,0,8,64,6.72263,1,18,1,0,8.0,12.0
30,900,0,12,144,6.073044,1,12,0,0,8.0,8.0
26,676,0,8,64,6.55108,1,12,0,0,8.0,8.0
26,676,0,10,100,6.295266,1,10,0,0,8.0,8.0
24,576,0,2,4,5.442418,1,16,0,0,12.0,13.0
34,1156,0,16,256,5.978886,0,12,0,0,12.0,9.0
25,625,0,7,49,6.580639,0,12,1,0,,
25,625,0,7,49,7.079185,0,12,0,0,8.0,15.0
25,625,0,7,49,6.216606,0,12,1,0,8.0,10.0
24,576,0,2,4,5.817111,1,16,1,0,16.0,13.0
32,1024,0,14,196,6.336826,1,12,0,0,8.0,8.0
34,1156,0,11,121,6.871091,0,17,0,1,6.0,12.0
33,1089,0,15,225,7.225482,0,12,1,0,12.0,12.0
28,784,0,10,100,6.684612,0,12,1,0,12.0,12.0
30,900,0,12,144,6.411819,0,12,1,0,7.0,11.0
25,625,0,3,9,6.507277,0,16,1,0,12.0,12.0
25,625,0,8,64,6.098074,0,11,1,0,8.0,7.0
25,625,0,6,36,6.184149,0,13,1,0,10.0,12.0
32,1024,0,8,64,6.565265,0,18,0,0,12.0,16.0
32,1024,0,14,196,6.859615,0,12,0,0,,
25,625,0,8,64,6.173786,0,11,0,0,10.0,8.0
27,729,0,8,64,6.214608,0,13,1,0,12.0,12.0
26,676,0,4,16,6.124683,0,16,1,1,12.0,12.0
24,576,0,0,0,6.580639,1,18,0,0,18.0,12.0
24,576,0,6,36,6.597146,1,12,0,0,,12.0
33,1089,0,15,225,5.799093,1,12,0,0,8.0,12.0
27,729,0,9,81,6.016157,1,12,0,0,8.0,11.0
27,729,0,9,81,6.186209,1,12,0,0,8.0,8.0
31,961,0,7,49,6.869014,1,18,1,1,9.0,13.0
24,576,0,2,4,5.883322,1,16,0,0,12.0,12.0
24,576,0,6,36,5.799093,0,12,0,0,9.0,12.0
28,784,0,10,100,6.437752,0,12,0,0,,10.0
26,676,0,8,64,6.204558,0,12,0,0,5.0,8.0
29,841,0,11,121,6.481577,0,12,0,0,12.0,12.0
27,729,0,9,81,6.582025,0,12,0,0,15.0,12.0
25,625,0,7,49,6.556778,0,12,0,0,15.0,12.0
29,841,0,14,196,6.242223,0,9,0,0,1.0,3.0
31,961,0,13,169,6.437752,0,12,1,0,14.0,12.0
29,841,0,5,25,6.43294,0,18,0,0,12.0,15.0
26,676,0,5,25,6.056784,0,15,1,0,12.0,15.0
29,841,0,11,121,6.481577,0,12,0,0,12.0,12.0
30,900,0,12,144,6.466145,0,12,0,0,12.0,12.0
34,1156,0,16,256,6.35437,0,12,1,0,12.0,12.0
34,1156,0,15,225,5.746203,0,13,0,1,,
24,576,0,0,0,6.498282,0,18,0,0,,16.0
32,1024,0,13,169,6.318968,0,13,0,0,8.0,13.0
24,576,0,0,0,5.703783,0,18,1,0,12.0,12.0
28,784,0,7,49,6.464588,0,15,0,0,12.0,16.0
28,784,0,8,64,6.50279,0,14,1,0,12.0,8.0
28,784,0,4,16,7.185387,0,18,1,0,15.0,13.0
24,576,0,6,36,6.222576,0,12,1,0,9.0,9.0
25,625,0,3,9,6.660575,0,16,1,0,12.0,12.0
25,625,0,5,25,6.705639,0,14,1,0,12.0,12.0
28,784,0,10,100,6.253829,0,12,0,0,12.0,6.0
27,729,0,9,81,6.357842,0,12,0,0,12.0,6.0
25,625,0,8,64,5.926926,0,11,0,0,12.0,6.0
24,576,0,6,36,6.214608,0,12,0,0,12.0,8.0
28,784,0,6,36,6.437752,0,16,1,0,12.0,12.0
34,1156,0,12,144,6.527958,0,16,0,0,,
26,676,0,6,36,6.152733,0,14,0,0,12.0,12.0
27,729,0,8,64,6.44254,0,13,0,0,12.0,12.0
24,576,0,5,25,6.263398,0,13,0,0,12.0,8.0
32,1024,0,14,196,6.317165,0,12,0,0,8.0,8.0
25,625,0,3,9,6.463029,1,16,1,0,12.0,12.0
34,1156,0,15,225,6.240276,1,13,1,0,8.0,12.0
27,729,0,9,81,6.403574,1,12,1,0,12.0,12.0
33,1089,0,14,196,6.55108,1,13,1,0,8.0,15.0
33,1089,0,15,225,6.40688,1,12,1,0,8.0,12.0
33,1089,0,15,225,6.928538,1,12,1,0,,12.0
31,961,0,13,169,6.570883,1,12,1,0,16.0,12.0
28,784,0,10,100,6.214608,1,12,1,0,8.0,8.0
28,784,0,10,100,6.368187,1,12,1,0,14.0,8.0
31,961,0,13,169,6.559615,1,12,1,0,5.0,8.0
30,900,0,8,64,6.253829,1,16,0,0,11.0,12.0
29,841,0,7,49,6.486161,1,16,1,0,,
28,784,0,6,36,6.527958,1,16,1,0,16.0,14.0
25,625,0,6,36,5.620401,1,13,1,0,11.0,11.0
34,1156,1,15,225,6.561031,1,13,1,0,,12.0
34,1156,0,16,256,6.669498,1,12,1,0,8.0,11.0
31,961,0,7,49,7.184629,1,18,1,0,18.0,12.0
28,784,0,8,64,6.001415,1,14,1,0,9.0,8.0
25,625,0,3,9,5.703783,1,16,1,0,12.0,12.0
26,676,0,8,64,6.511745,1,12,1,0,12.0,12.0
34,1156,0,16,256,6.582025,1,12,1,0,,8.0
26,676,0,4,16,6.645091,1,16,0,0,8.0,2.0
30,900,0,8,64,6.633318,1,16,0,0,6.0,12.0
30,900,0,6,36,6.073044,1,18,0,0,11.0,12.0
34,1156,0,15,225,7.083388,1,13,0,0,12.0,8.0
31,961,0,8,64,6.135565,1,17,0,0,,4.0
24,576,0,6,36,5.913503,1,12,0,0,12.0,12.0
30,900,0,12,144,6.163315,1,12,0,0,12.0,12.0
28,784,0,10,100,6.075346,1,12,0,0,12.0,12.0
26,676,0,8,64,5.805135,1,12,0,0,8.0,12.0
31,961,0,9,81,6.461468,1,16,1,0,12.0,12.0
34,1156,0,16,256,6.224558,1,12,0,0,,6.0
29,841,0,7,49,6.437752,1,16,0,0,10.0,12.0
31,961,0,13,169,6.135565,1,12,0,0,,8.0
27,729,0,4,16,6.705639,1,17,1,1,16.0,16.0
24,576,0,1,1,6.070738,1,17,1,0,,13.0
25,625,0,5,25,6.463029,1,14,1,0,15.0,12.0
25,625,0,4,16,5.416101,1,15,0,0,15.0,12.0
34,1156,1,13,169,6.580639,1,15,1,0,,14.0
26,676,0,4,16,6.582025,1,16,1,0,12.0,12.0
29,841,0,7,49,6.705639,1,16,1,0,16.0,16.0
27,729,0,5,25,6.498282,1,16,1,0,16.0,13.0
28,784,0,4,16,6.799056,1,18,1,0,12.0,12.0
34,1156,0,17,289,6.675823,1,11,1,0,,
31,961,0,10,100,6.289716,1,15,1,0,10.0,12.0
27,729,0,10,100,6.799056,1,11,1,0,10.0,12.0
30,900,0,9,81,6.580639,1,15,1,0,13.0,12.0
24,576,0,5,25,6.829794,1,13,1,0,12.0,12.0
28,784,0,10,100,6.230482,1,12,1,0,8.0,10.0
32,1024,0,10,100,6.834109,1,16,1,0,8.0,10.0
33,1089,0,10,100,6.558198,1,17,1,0,,
30,900,0,12,144,6.76273,1,12,1,0,,5.0
24,576,0,2,4,6.253829,1,16,1,0,12.0,12.0
24,576,0,6,36,6.033086,1,12,1,0,10.0,8.0
26,676,0,5,25,5.583496,1,15,1,0,10.0,10.0
24,576,0,3,9,6.437752,1,15,1,0,16.0,14.0
31,961,0,13,169,6.84588,1,12,1,0,,12.0
25,625,0,3,9,6.641182,1,16,1,0,16.0,12.0
29,841,0,14,196,6.685861,1,9,1,0,10.0,12.0
28,784,0,7,49,6.561031,1,15,1,0,10.0,12.0
30,900,0,12,144,6.527958,1,12,1,0,,10.0
26,676,0,4,16,6.033086,1,16,1,0,9.0,12.0
29,841,0,5,25,6.39693,1,18,1,0,8.0,12.0
25,625,0,4,16,6.52503,1,15,1,0,,13.0
31,961,0,7,49,6.822197,1,18,0,0,12.0,9.0
32,1024,0,14,196,6.603944,1,12,1,0,,
28,784,0,10,100,7.062191,1,12,1,0,10.0,12.0
29,841,0,12,144,6.639876,1,11,1,0,10.0,10.0
26,676,0,8,64,6.869014,1,12,1,0,10.0,10.0
27,729,0,3,9,5.703783,1,18,1,0,12.0,12.0
24,576,0,2,4,6.489205,1,16,1,0,12.0,12.0
26,676,0,8,64,6.135565,1,12,1,0,8.0,8.0
24,576,0,6,36,6.580639,1,12,1,0,8.0,8.0
25,625,0,7,49,6.76273,1,12,1,0,8.0,12.0
24,576,0,7,49,6.390241,1,11,1,0,7.0,5.0
32,1024,0,14,196,6.812345,1,12,1,0,8.0,10.0
29,841,0,11,121,6.955593,1,12,1,0,8.0,10.0
34,1156,0,15,225,6.120297,1,13,1,1,,
27,729,1,9,81,6.514713,1,12,0,1,,
24,576,1,6,36,6.580639,1,12,1,0,,
33,1089,1,20,400,6.39693,1,7,1,0,8.0,8.0
28,784,1,10,100,6.829794,1,12,1,0,8.0,8.0
28,784,0,10,100,6.620073,1,12,1,0,6.0,6.0
28,784,0,10,100,6.33328,1,12,1,0,6.0,6.0
26,676,0,6,36,6.437752,1,14,1,0,12.0,10.0
29,841,0,13,169,5.703783,1,10,0,0,,
27,729,0,9,81,7.229839,1,12,0,0,8.0,12.0
25,625,0,5,25,6.152733,1,14,1,0,12.0,12.0
28,784,0,10,100,6.669498,1,12,1,0,12.0,12.0
25,625,0,3,9,5.438079,1,16,1,0,8.0,12.0
27,729,0,11,121,5.963579,0,10,0,0,12.0,12.0
33,1089,0,15,225,5.752573,0,12,1,0,7.0,12.0
29,841,0,6,36,5.872118,0,17,1,0,3.0,5.0
26,676,0,12,144,6.214608,0,8,1,0,5.0,8.0
33,1089,0,16,256,6.476973,0,11,0,0,8.0,11.0
27,729,0,9,81,6.703188,0,12,1,0,8.0,11.0
26,676,0,7,49,6.475433,0,13,0,0,13.0,12.0
29,841,0,11,121,6.075346,0,12,1,0,9.0,
27,729,0,10,100,6.39693,0,11,0,0,10.0,15.0
26,676,0,7,49,5.327876,0,13,1,1,16.0,14.0
27,729,0,9,81,6.175867,0,12,1,1,12.0,11.0
24,576,0,5,25,6.184149,0,13,1,1,12.0,10.0
29,841,0,5,25,6.632002,0,18,1,0,12.0,12.0
26,676,0,8,64,6.902743,0,12,1,0,12.0,12.0
29,841,0,11,121,7.062191,1,12,1,0,,
25,625,0,3,9,5.749393,1,16,1,0,12.0,12.0
25,625,0,6,36,6.818924,1,13,1,0,14.0,12.0
26,676,0,7,49,6.498282,1,13,1,0,16.0,12.0
29,841,0,11,121,6.663133,1,12,1,0,,8.0
32,1024,0,13,169,6.476973,1,13,1,0,8.0,12.0
27,729,0,12,144,5.587249,1,9,1,1,12.0,6.0
33,1089,0,19,361,5.872118,1,8,0,0,8.0,8.0
33,1089,0,19,361,6.086775,1,8,0,0,,
30,900,0,13,169,6.163315,1,11,1,0,6.0,12.0
32,1024,0,15,225,6.58755,1,11,1,0,5.0,10.0
28,784,0,6,36,6.580639,1,16,1,0,17.0,12.0
34,1156,0,16,256,6.33328,1,12,1,0,,
26,676,0,8,64,6.39693,1,12,1,0,12.0,13.0
25,625,0,4,16,6.539586,1,15,1,0,13.0,12.0
28,784,0,7,49,6.047372,1,15,1,0,10.0,11.0
24,576,0,6,36,6.666957,1,12,1,0,14.0,
31,961,0,13,169,7.091742,1,12,1,0,8.0,12.0
34,1156,0,12,144,6.357842,1,16,1,0,,18.0
27,729,0,3,9,6.453625,1,18,0,0,11.0,10.0
27,729,0,9,81,6.016157,1,12,1,0,,12.0
24,576,0,2,4,5.913503,1,16,1,0,12.0,10.0
26,676,0,4,16,6.670766,1,16,1,0,11.0,10.0
24,576,0,1,1,6.109248,1,17,1,0,11.0,10.0
28,784,0,10,100,7.131699,1,12,1,0,11.0,12.0
30,900,0,8,64,6.694562,1,16,1,0,16.0,13.0
30,900,0,8,64,5.7301,1,16,1,0,8.0,12.0
30,900,0,12,144,6.705639,1,12,0,0,12.0,12.0
30,900,0,8,64,6.511745,1,16,1,0,6.0,6.0
29,841,0,11,121,6.261492,1,12,0,0,,
30,900,0,9,81,5.616771,1,15,0,0,8.0,9.0
28,784,0,5,25,6.047372,1,17,0,0,14.0,12.0
28,784,0,6,36,6.463029,1,16,1,0,10.0,8.0
28,784,0,10,100,6.109248,1,12,0,0,9.0,9.0
26,676,0,8,64,5.808143,1,12,0,0,6.0,7.0
32,1024,0,14,196,6.816736,1,12,0,0,8.0,12.0
27,729,0,10,100,4.85203,1,11,0,0,8.0,9.0
27,729,0,5,25,5.981414,1,16,0,0,14.0,12.0
28,784,0,9,81,6.163315,1,13,1,0,12.0,12.0
31,961,0,12,144,6.109248,1,13,0,0,8.0,12.0
24,576,0,2,4,5.703783,1,16,0,0,12.0,12.0
29,841,0,5,25,6.135565,1,18,1,0,8.0,12.0
32,1024,0,14,196,6.44572,1,12,0,0,7.0,9.0
33,1089,0,15,225,6.184149,1,12,0,0,6.0,4.0
30,900,0,12,144,6.308098,1,12,0,0,5.0,6.0
25,625,0,7,49,5.918894,1,12,0,0,5.0,6.0
34,1156,0,16,256,6.463029,1,12,0,0,4.0,8.0
29,841,0,11,121,6.251904,1,12,1,0,,8.0
26,676,0,11,121,5.953243,1,9,0,0,5.0,11.0
29,841,0,7,49,6.109248,1,16,1,1,12.0,8.0
26,676,0,8,64,5.752573,0,12,0,0,10.0,12.0
29,841,0,9,81,6.594413,0,14,0,0,11.0,12.0
32,1024,0,14,196,5.783825,0,12,0,0,6.0,12.0
28,784,0,6,36,6.423247,0,16,1,0,12.0,12.0
30,900,0,9,81,5.846439,0,15,1,0,10.0,10.0
28,784,0,9,81,6.154858,0,13,1,0,8.0,13.0
27,729,0,9,81,5.703783,0,12,0,0,7.0,8.0
24,576,0,5,25,6.063785,1,13,1,0,15.0,10.0
28,784,1,10,100,5.587249,1,12,1,0,12.0,8.0
28,784,0,10,100,5.438079,1,12,1,0,13.0,10.0
24,576,0,4,16,6.068426,1,14,1,0,,10.0
26,676,0,8,64,6.274762,1,12,1,0,12.0,12.0
27,729,0,9,81,7.003066,1,12,1,0,12.0,11.0
28,784,1,10,100,6.376727,1,12,1,0,8.0,12.0
30,900,0,6,36,6.734591,1,18,0,0,,15.0
24,576,0,3,9,6.463029,1,15,1,0,,10.0
34,1156,0,14,196,6.869014,1,14,1,0,12.0,12.0
33,1089,0,14,196,6.82546,1,13,1,0,11.0,12.0
27,729,0,6,36,5.857933,0,15,0,0,,12.0
24,576,0,2,4,5.953243,0,16,0,0,12.0,12.0
33,1089,0,11,121,6.426488,0,16,0,0,4.0,12.0
31,961,0,12,144,6.152733,0,13,1,0,,
27,729,0,9,81,6.018593,0,12,0,0,12.0,
25,625,0,7,49,5.991465,0,12,0,0,12.0,10.0
33,1089,0,16,256,6.55108,0,11,1,0,9.0,8.0
27,729,0,6,36,5.739793,0,15,1,0,12.0,12.0
24,576,0,4,16,5.493062,0,14,0,1,12.0,12.0
32,1024,1,14,196,5.513429,0,12,1,1,5.0,7.0
30,900,1,13,169,6.047372,0,11,1,0,8.0,8.0
33,1089,1,16,256,6.39693,0,11,1,0,8.0,8.0
25,625,1,2,4,6.55108,0,17,1,0,8.0,4.0
24,576,0,6,36,5.703783,0,12,1,0,10.0,12.0
24,576,0,6,36,6.53814,0,12,1,0,11.0,12.0
30,900,0,12,144,6.39693,0,12,1,0,7.0,9.0
30,900,0,12,144,6.55108,0,12,1,0,,12.0
25,625,0,5,25,5.616771,0,14,0,0,12.0,12.0
34,1156,1,19,361,6.514713,0,9,1,0,4.0,7.0
28,784,0,5,25,6.107023,0,17,1,0,12.0,12.0
30,900,0,8,64,6.453625,0,16,1,0,12.0,12.0
29,841,0,9,81,7.130899,0,14,0,0,10.0,9.0
29,841,0,5,25,6.869014,0,18,1,0,8.0,18.0
25,625,0,1,1,6.194406,0,18,0,0,10.0,13.0
24,576,0,6,36,6.37332,0,12,0,0,10.0,13.0
33,1089,0,13,169,6.620073,0,14,0,0,,12.0
26,676,0,2,4,5.786897,0,18,0,0,12.0,12.0
29,841,0,5,25,6.063785,0,18,1,0,17.0,12.0
26,676,0,8,64,6.347389,0,12,1,0,12.0,11.0
28,784,0,6,36,6.816736,0,16,0,0,9.0,12.0
30,900,0,10,100,6.357842,0,14,0,0,4.0,10.0
32,1024,0,15,225,6.070738,0,11,0,0,,
24,576,0,6,36,6.224558,0,12,0,0,9.0,8.0
34,1156,0,10,100,6.580639,1,18,0,0,,8.0
33,1089,0,11,121,6.869014,1,16,1,0,14.0,8.0
31,961,0,13,169,6.411819,1,12,1,0,13.0,14.0
25,625,0,7,49,6.109248,1,12,0,0,12.0,12.0
33,1089,0,15,225,6.437752,0,12,0,0,10.0,12.0
26,676,0,6,36,6.569481,0,14,0,0,10.0,12.0
24,576,0,6,36,6.565265,0,12,0,0,8.0,10.0
32,1024,0,10,100,6.816736,0,16,1,0,10.0,11.0
24,576,0,10,100,6.035481,0,8,0,0,8.0,8.0
29,841,0,10,100,6.539586,0,13,0,0,16.0,13.0
34,1156,0,16,256,5.560682,0,12,1,0,,
26,676,0,7,49,6.476973,0,13,1,0,16.0,12.0
25,625,0,5,25,6.413459,0,14,1,0,16.0,12.0
29,841,0,11,121,6.58755,0,12,1,0,10.0,14.0
32,1024,0,13,169,6.642487,0,13,1,0,11.0,8.0
27,729,0,9,81,6.429719,0,12,0,0,11.0,12.0
27,729,0,5,25,6.580639,0,16,1,0,,12.0
26,676,0,2,4,6.246107,0,18,1,0,12.0,14.0
25,625,0,7,49,5.991465,0,12,0,0,11.0,10.0
27,729,0,7,49,6.694562,0,14,1,1,13.0,13.0
24,576,0,6,36,6.131227,0,12,0,0,7.0,7.0
32,1024,0,9,81,6.464588,0,17,0,0,18.0,12.0
28,784,0,10,100,6.251904,0,12,0,0,8.0,8.0
24,576,0,6,36,6.342122,0,12,1,0,10.0,12.0
24,576,0,2,4,6.54103,0,16,0,0,10.0,12.0
31,961,0,13,169,6.885509,0,12,1,0,8.0,12.0
32,1024,0,14,196,6.658011,0,12,0,0,12.0,8.0
27,729,0,7,49,6.09357,0,14,1,0,8.0,9.0
33,1089,0,11,121,6.539586,0,16,1,0,9.0,12.0
26,676,0,4,16,6.033086,0,16,0,0,12.0,12.0
30,900,0,13,169,6.650279,0,11,1,0,8.0,12.0
26,676,0,5,25,5.991465,0,15,1,0,,8.0
27,729,0,9,81,6.802395,0,12,1,0,,11.0
31,961,0,9,81,6.55108,0,16,0,0,12.0,8.0
24,576,0,2,4,6.184149,0,16,0,0,8.0,12.0
29,841,0,7,49,6.795706,0,16,1,0,8.0,9.0
29,841,0,5,25,6.620073,0,18,1,0,,
33,1089,0,14,196,6.961296,0,13,0,0,,8.0
28,784,0,10,100,6.838405,0,12,0,0,10.0,
26,676,0,8,64,6.342122,0,12,0,0,10.0,12.0
25,625,0,3,9,6.89467,0,16,1,0,8.0,12.0
24,576,0,2,4,6.645091,0,16,1,0,8.0,12.0
27,729,0,9,81,6.473891,0,12,0,0,8.0,12.0
30,900,0,8,64,6.107023,0,16,0,0,12.0,14.0
27,729,0,9,81,6.363028,0,12,0,0,10.0,12.0
33,1089,0,19,361,6.309918,0,8,0,0,7.0,10.0
29,841,0,11,121,6.684612,0,12,1,0,9.0,12.0
24,576,0,6,36,5.075174,0,12,1,0,12.0,12.0
28,784,0,5,25,6.135565,0,17,1,0,16.0,17.0
25,625,0,5,25,6.052089,0,14,1,0,12.0,12.0
32,1024,0,18,324,6.39693,0,8,1,0,8.0,12.0
26,676,0,3,9,6.763885,0,17,1,0,12.0,12.0
